prodCd,refCode,searchCallPlanType,searchOrderby,url,badges,title,subtitle,data_raw,data_gb,daily_bonus_gb,plus_suffix,qos_text,qos_speed_mbps,voice_raw,voice_type,sms_raw,sms_count,price_base,price_promo,rate_data_won_per_mb,rate_voice_won_per_sec,rate_video_won_per_sec,rate_sms_won_per_msg,rate_lms_won_per_msg,rate_mms_text_won_per_msg,rate_mms_media_won_per_msg,tethering_cap_gb,extra_voice_benefit,benefits,events
PC0RB00527,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00527,LTE|프로모션 할인,[Online] CMLink (7GB+),하나의 SIM 카드로 중국&한국 번호를 동시에 이용할 수 있는 외국인 전용 요금제,7GB,7.0,,True,소진 시최대 1Mbps무제한!,1.0,기본제공,RS,기본제공,,53900,24200,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00528,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00528,LTE|프로모션 할인,[Online] CMLink (10GB+),하나의 SIM 카드로 중국&한국 번호를 동시에 이용할 수 있는 외국인 전용 요금제,10GB,10.0,,True,소진 시최대 1Mbps무제한!,1.0,기본제공,RS,기본제공,,56100,24700,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00529,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00529,LTE|프로모션 할인,[Online] CMLink (15GB+),하나의 SIM 카드로 중국&한국 번호를 동시에 이용할 수 있는 외국인 전용 요금제,15GB,15.0,,True,소진 시최대 3Mbps무제한!,3.0,100분,RM,100건건,100,52800,30800,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00530,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00530,LTE|프로모션 할인,[Online] CMLink (11GB+),하나의 SIM 카드로 중국&한국 번호를 동시에 이용할 수 있는 외국인 전용 요금제,11GB,11.0,2,True,추가제공일 2GB+ 최대 3Mbps무제한!,3.0,기본제공,RS,기본제공,,54560,41200,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00531,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00531,LTE|프로모션 할인,[Online] CMLink (100GB+),하나의 SIM 카드로 중국&한국 번호를 동시에 이용할 수 있는 외국인 전용 요금제,100GB,100.0,,True,"소진 시,최대 5Mbps무제한!",5.0,기본제공,RS,기본제공,,60500,47850,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00532,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00532,LTE|프로모션 할인,롯데시네마 (7GB+/통화맘껏),"데이터, 통화 무제한에 롯데시네마도 무제한급 혜택으로 이용해보세요",7GB,7.0,,True,소진 시최대 1Mbps무제한!,1.0,기본제공,RS,기본제공,,50600,21600,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00533,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00533,LTE|프로모션 할인,롯데시네마 (11GB+/통화맘껏),"데이터, 통화 무제한에 롯데시네마도 무제한급 혜택으로 이용해보세요",11GB,11.0,2,True,추가제공일 2GB+ 최대 3Mbps무제한!,3.0,기본제공,RS,기본제공,,51260,37600,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00540,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00540,LTE|프로모션 할인,LTE 안심 (15GB+/1000분),통화는 넉넉하게 데이터 추가 요금도 걱정없는 안심 요금제,15GB,15.0,,True,소진 시최대 400Kbps무제한!,,1000분,RM,1000건,1000,47300,20570,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00541,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00541,LTE|프로모션 할인,LTE 유심 (15GB/2000분),카톡보다는 통화량이 많은 분들에게 강력추천,15GB,15.0,,False,,,2000분,RM,2000건,2000,45100,15000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00542,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00542,LTE|프로모션 할인,[셀프] LTE 유심 (15GB/2000분),카톡보다는 통화량이 많은 분들에게 강력추천,15GB,15.0,,False,,,2000분,RM,2000건,2000,45100,13900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00545,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00545,LTE|프로모션 할인|추천,LTE 유심 (8GB/100분),"꼭 필요한 통화만 한다면, 1만원대 알뜰 요금제로!",8GB,8.0,,False,,,100분,RM,100건,100,30800,8900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00546,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00546,LTE|프로모션 할인,LTE 안심차단 (30GB/1000분),통화는 넉넉하게 데이터 추가 요금도 걱정없는 안심 요금제,30GB,30.0,,False,소진 시데이터 이용차단,,1000분,RM,1000건,1000,47300,30250,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00547,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00547,LTE|프로모션 할인,LTE 안심차단 (20GB/1000분),통화는 넉넉하게 데이터 추가 요금도 걱정없는 안심 요금제,20GB,20.0,,False,소진 시데이터 이용차단,,1000분,RM,1000건,1000,44000,20900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00548,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00548,LTE|프로모션 할인,폰케어팩 (10GB+/통화맘껏),휴대폰 파손 보상부터 개인정보 보호까지 안심 케어,10GB,10.0,,True,소진 시최대 1Mbps무제한!,1.0,기본제공,RS,기본제공,,50600,20000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00549,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00549,LTE|프로모션 할인,폰케어팩 (100GB+/통화맘껏),휴대폰 파손 보상부터 개인정보 보호까지 안심 케어,100GB,100.0,,True,소진 시최대 5Mbps무제한!,5.0,기본제공,RS,기본제공,,56100,42000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00550,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00550,LTE|프로모션 할인,폰케어팩 (7GB+/통화맘껏),휴대폰 파손 보상부터 개인정보 보호까지 안심 케어,7GB,7.0,,True,소진 시최대 1Mbps무제한!,1.0,기본제공,RS,기본제공,,49500,18000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00551,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00551,LTE|프로모션 할인,폰케어팩 (11GB+/통화맘껏),휴대폰 파손 보상부터 개인정보 보호까지 안심 케어,11GB,11.0,2,True,추가제공일 2GB+ 최대 3Mbps무제한!,3.0,기본제공,RS,기본제공,,50160,34100,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00552,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00552,5G|프로모션 할인,5G 유심 (20GB/1000분),5G  휴대폰과 이용해보세요.,20GB,20.0,,False,,,1000분,RM,100건,100,44000,24900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00553,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00553,5G|프로모션 할인,5G 유심 (15GB/1000분),5G  휴대폰과 이용해보세요.,15GB,15.0,,False,,,1000분,RM,100건,100,39600,20900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00554,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00554,5G|프로모션 할인,5G 유심 (10GB/200분),5G  휴대폰과 이용해보세요.,10GB,10.0,,False,,,200분,RM,100건,100,30800,11500,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00555,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00555,5G|프로모션 할인,5G 유심 (6GB/200분),5G  휴대폰과 이용해보세요.,6GB,6.0,,False,,,200분,RM,100건,100,26400,9900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00556,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00556,5G|프로모션 할인,5G 유심 (3GB/200분),5G  휴대폰과 이용해보세요.,3GB,3.0,,False,,,200분,RM,100건,100,24200,7500,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00557,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00557,5G|프로모션 할인,5G 유심 (37GB+/통화맘껏),5G  휴대폰과 이용해보세요,37GB,37.0,,True,"소진 시,최대 1Mbps무제한!",1.0,기본제공,RS,기본제공,,50600,40700,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00558,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00558,5G|프로모션 할인,5G 유심 (8GB+/통화맘껏),5G  휴대폰과 이용해보세요,8GB,8.0,,True,"소진 시,최대 400Kbps무제한!",,기본제공,RS,기본제공,,37400,28600,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00559,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00559,5G|프로모션 할인,5G 유심 (6GB+/통화맘껏),5G  휴대폰과 이용해보세요,6GB,6.0,,True,"소진 시,최대 400Kbps무제한!",,기본제공,RS,기본제공,,35200,25300,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00560,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00560,LTE|프로모션 할인,LTE 유심 (20GB+/1000분),기본제공량 소진 후에도 최대 1Mbps로 쭉~ 안심하고 쓰는 무제한 요금제,20GB,20.0,,True,소진 시최대  1Mbps무제한!,1.0,1000분,RM,100건,100,48400,24750,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00561,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00561,LTE|프로모션 할인,LTE 유심 (15GB+/1000분),기본제공량 소진 후에도 최대 1Mbps로 쭉~ 안심하고 쓰는 무제한 요금제,15GB,15.0,,True,소진 시최대  1Mbps무제한!,1.0,1000분,RM,100건,100,44000,21400,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00562,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00562,LTE|프로모션 할인,LTE 유심 (10GB+/1000분),기본제공량 소진 후에도 최대 1Mbps로 쭉~ 안심하고 쓰는 무제한 요금제,10GB,10.0,,True,소진 시최대  1Mbps무제한!,1.0,1000분,RM,100건,100,39600,18900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00563,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00563,LTE|프로모션 할인,LTE 유심 (8GB+/1000분),기본제공량 소진 후에도 최대 1Mbps로 쭉~ 안심하고 쓰는 무제한 요금제,8GB,8.0,,True,소진 시최대  1Mbps무제한!,1.0,1000분,RM,100건,100,37400,16900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PC0RB00564,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00564,LTE|프로모션 할인,LTE 유심 (6GB+/1000분),기본제공량 소진 후에도 최대 1Mbps로 쭉~ 안심하고 쓰는 무제한 요금제,6GB,6.0,,True,소진 시최대  1Mbps무제한!,1.0,1000분,RM,100건,100,35200,15400,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000121,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000121,3G|통화편의|통화편의|개인정보보호,USIM 표준,쓰던 휴대폰 그대로 약정없이 저렴하게 이용하는 USIM 요금제,0MB,,,False,,,0분,RM,0건,0,5390,,44.0,1.98,3.3,22.0,33.0,110.0,110.0,,,,
PD00000174,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000174,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 유심 (11GB+/통화맘껏),쓰던 휴대폰에 유심만 바꾸면 데이터/음성/문자 싹.다. 무제한!,11GB,11.0,2,True,추가제공일 2GB+ 최대 3Mbps무제한!,3.0,기본제공,RS,기본제공,,49060,34100,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000284,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000284,LTE|프로모션 할인|추천|통화편의|통화편의|개인정보보호,LTE 유심 (1GB/100분),만원도 안되는 초알뜰 요금제,1GB,1.0,,False,,,100분,RM,100건,100,14300,3900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000285,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000285,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 유심 (3GB/100분),만원도 안되는 초알뜰 요금제,3GB,3.0,,False,,,100분,RM,100건,100,22000,4900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000287,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000287,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 유심 (5GB/100분),"꼭 필요한 통화만 한다면, 1만원대 알뜰 요금제로!",5GB,5.0,,False,,,100분,RM,100건,100,27500,7900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000290,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000290,LTE|프로모션 할인|추천|통화편의|통화편의|개인정보보호,wavve 유심 (11GB+/통화맘껏),"유심만 갈아끼웠는데, 데이터도 무제한! 콘텐츠도 무제한!",11GB,11.0,2,True,추가제공일 2GB+최대 3Mbps무제한!,3.0,기본제공,RS,기본제공,,56100,40480,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000291,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000291,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,wavve 유심 5GB,만원대로 드라마/영화/실시간 야구까지 무제한 다시보기!,5GB,5.0,,False,,,100분,RM,100건,100,30800,19800,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000292,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000292,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 유심 (15GB+/100분),합리적인 속도로 데이터 무제한을 알뜰하게 이용하고 싶다면?,15GB,15.0,,True,소진 시최대 3Mbps무제한!,3.0,100분,RM,100건,100,47300,25300,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000296,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000296,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 유심 (100GB+/통화맘껏),100GB 소진 후에도 최대 5Mbps로 끊김없이~ 진짜 무제한!,100GB,100.0,,True,"소진 시,최대 5Mbps무제한!",5.0,기본제공,RS,기본제공,,55000,42000,22.5,1.98,3.3,22.0,22.0,33.0,110.0,,,,
PD00000308,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000308,LTE|프로모션 할인|개인정보보호,번개유심 (11GB+/통화맘껏),번개장터에서 현금처럼 사용가능한 번개포인트 무료제공!,11GB,11.0,2,True,추가제공일 2GB+ 최대 3Mbps무제한!,3.0,기본제공,RS,기본제공,,49500,34100,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000312,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000312,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,번개 유심 15GB+,번개장터에서 현금처럼 사용가능한 번개포인트 무료제공!,15GB,15.0,,True,최대 3Mbps무제한!,3.0,100분,RM,100건,100,47300,25300,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000316,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000316,5G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 유심 (200GB+/통화맘껏),5G  휴대폰과 이용해보세요,200GB,200.0,,True,"소진 시,최대 5Mbps무제한!",5.0,기본제공,RS,기본제공,,66000,49500,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000317,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000317,5G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 유심 (15GB+/통화맘껏),5G  휴대폰과 이용해보세요,15GB,15.0,,True,"소진 시,최대 1Mbps무제한!",1.0,기본제공,RS,기본제공,,44000,35200,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000318,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000318,LTE|프로모션 할인|추천|통화편의|통화편의|개인정보보호,LTE 유심 (2GB/2000분),카톡보다는 통화량이 많은 분들에게 강력추천,2GB,2.0,,False,,,2000분,RM,2000건,2000,27500,6600,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000319,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000319,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 유심 (4GB/2000분),카톡보다는 통화량이 많은 분들에게 강력추천,4GB,4.0,,False,,,2000분,RM,2000건,2000,33000,7700,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000320,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000320,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 유심 (6GB/2000분),카톡보다는 통화량이 많은 분들에게 강력추천,6GB,6.0,,False,,,2000분,RM,2000건,2000,38500,9900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000324,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000324,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 유심 (1GB/200분),만원도 안되는 초알뜰 요금제,1GB,1.0,,False,,,200분,RM,100건,100,17600,4510,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000325,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000325,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 유심 (3GB/200분),만원도 안되는 초알뜰 요금제,3GB,3.0,,False,,,200분,RM,100건,100,24200,6900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000329,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000329,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,번개 유심 (2GB/2000분),번개장터에서 현금처럼 사용가능한 번개포인트 무료제공!,2GB,2.0,,False,,,2000분,RM,2000건,2000,27500,6600,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
