prodCd,refCode,searchCallPlanType,searchOrderby,url,badges,title,subtitle,data_raw,data_gb,daily_bonus_gb,plus_suffix,qos_text,qos_speed_mbps,voice_raw,voice_type,sms_raw,sms_count,price_base,price_promo,rate_data_won_per_mb,rate_voice_won_per_sec,rate_video_won_per_sec,rate_sms_won_per_msg,rate_lms_won_per_msg,rate_mms_text_won_per_msg,rate_mms_media_won_per_msg,tethering_cap_gb,extra_voice_benefit,benefits,events
PD00000330,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000330,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,번개 유심 (4GB/2000분),번개장터에서 현금처럼 사용가능한 번개포인트 무료제공!,4GB,4.0,,False,,,2000분,RM,2000건,2000,33000,7700,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000331,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000331,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,번개 유심 (6GB/2000분),번개장터에서 현금처럼 사용가능한 번개포인트 무료제공!,6GB,6.0,,False,,,2000분,RM,2000건,2000,38500,9900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000341,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000341,LTE|프로모션 할인|추천|개인정보보호,LTE 유심 (500MB/100분),만원도 안되는 초알뜰 요금제,500MB,,,False,,,100분,RM,100건,100,9900,2900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000347,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000347,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,10% 포인트 (6GB/200분),매월 네이버페이 포인트가 10%씩 적립,6GB,6.0,,False,,,200분,RM,100건,100,33550,11770,22.5,1.98,3.3,22.0,22.0,33.0,110.0,,,,
PD00000348,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000348,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,10% 포인트 (4GB/200분),매월 네이버페이 포인트가 10%씩 적립,4GB,4.0,,False,,,200분,RM,100건,100,28600,11220,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000349,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000349,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,10% 포인트 (2GB/200분),매월 네이버페이 포인트가 10%씩 적립,2GB,2.0,,False,,,200분,RM,100건,100,21450,7590,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000350,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000350,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,10% 포인트 (15GB+/100분),매월 네이버페이 포인트가 10%씩 적립,15GB,15.0,,True,소진 시최대 3Mbps무제한!,3.0,100분,RM,100건,100,49500,27500,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000351,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000351,LTE|프로모션 할인|개인정보보호,10% 포인트 (11GB+/통화맘껏),매월 네이버페이 포인트가 10%씩 적립,11GB,11.0,2,True,추가제공일 2GB+최대 3Mbps무제한!,3.0,기본제공,RS,기본제공,,52800,37400,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000352,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000352,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,취향저격 편의생활 (15GB+/100분),"데이터 무제한에 매월 CU 5,000원 상품권까지",15GB,15.0,,True,소진 시최대 3Mbps무제한!,3.0,100분,RM,100건,100,49500,28600,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000353,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000353,LTE|프로모션 할인|개인정보보호,취향저격 편의생활 (11GB+/통화맘껏),"데이터/음성/문자 무제한에 매월 CU 5,000원 상품권까지",11GB,11.0,2,True,추가제공일 2GB+최대  3Mbps무제한!,3.0,기본제공,RS,기본제공,,51480,39000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000354,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000354,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,취향저격 카페타임 (15GB+/100분),"데이터 무제한에 매월 투썸플레이스 5,000원 상품권까지",15GB,15.0,,True,소진 시최대 3Mbps무제한!,3.0,100분,RM,100건,100,49500,28600,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000355,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000355,LTE|프로모션 할인|개인정보보호,취향저격 카페타임 (11GB+/통화맘껏),"데이터/음성/문자 무제한에 매월 투썸플레이스 5,000원 상품권까지",11GB,11.0,2,True,추가제공일 2GB+최대 3Mbps무제한!,3.0,기본제공,RS,기본제공,,51480,39000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000356,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000356,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,취향저격 베이커리 (15GB+/100분),"데이터 무제한에 매월 파리바게트 5,000원 상품권까지",15GB,15.0,,True,소진 시최대 3Mbps무제한!,3.0,100분,RM,100건,100,49500,28600,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000357,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000357,LTE|프로모션 할인|개인정보보호,취향저격 베이커리 (11GB+/통화맘껏),"데이터/음성/문자 무제한에 매월 파리바게트 5,000원 상품권까지",11GB,11.0,2,True,추가제공일 2GB+ 최대 3Mbps무제한!,3.0,기본제공,RS,기본제공,,51480,39000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000358,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000358,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,취향저격 딜리버리 (15GB+/100분),"데이터 무제한에 매월 쿠팡이츠 5,000원 상품권까지",15GB,15.0,,True,소진 시최대 3Mbps무제한!,3.0,100분,RM,100건,100,49500,28600,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000359,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000359,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,취향저격 딜리버리 (11GB+/통화맘껏),"데이터/음성/문자 무제한에 매월 쿠팡이츠 5,000원 상품권까지",11GB,11.0,2,True,추가제공일 2GB+ 최대 3Mbps무제한!,3.0,기본제공,RS,기본제공,,51480,39000,22.5,1.98,3.3,22.0,22.0,33.0,110.0,,,,
PD00000369,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000369,LTE|프로모션 할인|개인정보보호,취향저격 아슈크림 (11GB+/통화맘껏),"데이터/음성/문자 무제한에 매월 배스킨라빈스 5,000원 상품권까지",11GB,11.0,2,True,추가제공일 2GB+ 최대 3Mbps무제한!,3.0,기본제공,RS,기본제공,,51480,39000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000370,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000370,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,취향저격 아슈크림 (15GB+/100분),"데이터/음성/문자 무제한에 매월 배스킨라빈스 5,000원 상품권까지",15GB,15.0,,True,소진 시최대 3Mbps무제한!,3.0,100분,RM,100건,100,49500,28600,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000375,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000375,5G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 유심 (9GB/1000분),5G  휴대폰과 이용해보세요.,9GB,9.0,,False,,,1000분,RM,100건,100,37400,12650,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000376,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000376,5G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 유심 (7GB/1000분),5G  휴대폰과 이용해보세요.,7GB,7.0,,False,,,1000분,RM,100건,100,33000,11440,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000377,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000377,5G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 유심 (5GB/1000분),5G  휴대폰과 이용해보세요.,5GB,5.0,,False,,,1000분,RM,100건,100,28600,10670,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000378,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000378,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 유심 (7GB+/통화맘껏),기본제공량 소진 후에도 최대 1Mbps로 쭉~ 안심하고 쓰는 무제한 요금제,7GB,7.0,,True,소진 시최대 1Mbps무제한!,1.0,기본제공,RS,기본제공,,48400,18000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000379,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000379,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,10% 포인트 (7GB+/통화맘껏),매월 네이버페이 포인트가 10%씩 적립,7GB,7.0,,True,소진 시최대 1Mbps무제한!,1.0,기본제공,RS,기본제공,,50090,19800,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000381,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000381,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,번개 유심 (7GB+/통화맘껏),번개장터에서 현금처럼 사용가능한 번개포인트 무료제공!,7GB,7.0,,True,소진 시최대 1Mbps무제한!,1.0,기본제공,RS,기본제공,,48400,18000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000382,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000382,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 유심 (3GB+/200분),기본제공량 소진 후에도 최대 1Mbps로 쭉~ 안심하고 쓰는 무제한 요금제,3GB,3.0,,True,소진 시최대  1Mbps무제한!,1.0,200분,RM,100건,100,36300,13860,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000386,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000386,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,10% 포인트 (3GB+/200분),매월 네이버페이 포인트가 10%씩 적립,3GB,3.0,,True,소진 시최대 1Mbps무제한!,1.0,200분,RM,100건,100,37510,15180,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000387,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000387,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,10% 포인트 (5GB+/200분),매월 네이버페이 포인트가 10%씩 적립,5GB,5.0,,True,소진 시최대 1Mbps무제한!,1.0,200분,RM,100건,100,41030,17600,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000390,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000390,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,번개 유심 (3GB+/200분),번개장터에서 현금처럼 사용가능한 번개포인트 무료제공!,3GB,3.0,,True,소진 시최대 1Mbps무제한!,1.0,200분,RM,100건,100,36300,13860,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000391,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000391,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,번개 유심 (5GB+/200분),번개장터에서 현금처럼 사용가능한 번개포인트 무료제공!,5GB,5.0,,True,소진 시최대 1Mbps무제한!,1.0,200분,RM,100건,100,39600,16060,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000398,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000398,5G|프로모션 할인|추천|통화편의|통화편의|개인정보보호,5G 유심 (110GB+/통화맘껏),5G  휴대폰과 이용해보세요.,110GB,110.0,,True,"소진 시,최대 5Mbps무제한!",5.0,기본제공,RS,기본제공,,59400,45100,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000399,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000399,LTE|프로모션 할인|개인정보보호,취향저격 올리브영 (11GB+/통화맘껏),"데이터/음성/문자 무제한에 매월 올리브영 5,000원 상품권까지",11GB,11.0,2,True,추가제공일 2GB+ 최대 3Mbps무제한!,3.0,기본제공,RS,기본제공,,51480,39000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000400,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000400,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,취향저격 올리브영 (15GB+/100분),"데이터 무제한에 매월 올리브영 5,000원 상품권까지",15GB,15.0,,True,소진 시최대 3Mbps무제한!,3.0,100분,RM,100건,100,49500,28600,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000401,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000401,LTE|프로모션 할인|추천|통화편의|통화편의|개인정보보호,LTE 유심 (10GB/2000분),카톡보다는 통화량이 많은 분들에게 강력추천,10GB,10.0,,False,,,2000분,RM,2000건,2000,41800,13000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000402,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000402,LTE|프로모션 할인|추천|통화편의|통화편의|개인정보보호,LTE 유심 (10GB/100분),"꼭 필요한 통화만 한다면, 1만원대 알뜰 요금제로!",10GB,10.0,,False,,,100분,RM,100건,100,33000,10200,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000403,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000403,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,10% 포인트 (10GB/2000분),매월 네이버페이 포인트가 10%씩 적립,10GB,10.0,,False,,,2000분,RM,2000건,2000,43340,14190,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000405,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000405,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,번개 유심 (10GB/2000분),,10GB,10.0,,False,,,2000분,RM,2000건,2000,41800,13000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000408,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000408,5G|프로모션 할인|추천|통화편의|통화편의|개인정보보호,5G 유심 (1GB/500분),5G  휴대폰과 이용해보세요.,1GB,1.0,,False,,,500분,RM,100건,100,22220,6600,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000413,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000413,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 복지 유심 (5GB/100분),복지 대상 고객님만을 위한 전용 요금제,5GB,5.0,,False,,,100분,RM,100건,100,22000,8800,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000415,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000415,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 안심 (5GB+/1000분),통화는 넉넉하게 데이터 추가 요금도 걱정없는 안심 요금제,5GB,5.0,,True,소진 시최대 400Kbps무제한!,,1000분,RM,1000건,1000,33000,11660,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000416,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000416,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 안심 (2GB+/1000분),통화는 넉넉하게 데이터 추가 요금도 걱정없는 안심 요금제,2GB,2.0,,True,소진 시최대  400Kbps무제한!,,1000분,RM,1000건,1000,27500,10120,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000417,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000417,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 안심 (10GB+/1000분),통화는 넉넉하게 데이터 추가 요금도 걱정없는 안심 요금제,10GB,10.0,,True,소진 시최대 400Kbps무제한!,,1000분,RM,1000건,1000,44000,16200,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000418,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000418,5G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 유심 (24GB+/통화맘껏),5G  휴대폰과 이용해보세요,24GB,24.0,,True,"소진 시,최대 1Mbps무제한!",1.0,기본제공,RS,기본제공,,48400,38500,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000419,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000419,5G|프로모션 할인|추천|통화편의|통화편의|개인정보보호,5G 유심 (11GB+/통화맘껏),5G  휴대폰과 이용해보세요,11GB,11.0,,True,"소진 시,최대 400Kbps무제한!",,기본제공,RS,기본제공,,39600,31900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000420,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000420,LTE|프로모션 할인|개인정보보호,LTE 유심 (1GB/50분),만원도 안되는 초알뜰 요금제,1GB,1.0,,False,,,50분,RM,50건,50,4400,3300,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000421,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000421,LTE|프로모션 할인|추천|통화편의|통화편의|개인정보보호,LTE 유심 (500MB/60분),만원도 안되는 초알뜰 요금제,500MB,,,False,,,60분,RM,50건,50,3300,1900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000422,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000422,3G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 태블릿 10GB+,태블릿 전용 유심 요금제,10GB,10.0,,True,소진 시최대  400Kbps무제한!,,0분,RM,0건,0,30800,15400,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000423,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000423,3G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 태블릿 10GB,태블릿 전용 유심 요금제,10GB,10.0,,False,,,0분,RM,0건,0,26400,11000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000424,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000424,3G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 태블릿 5GB+,태블릿 전용 유심 요금제,5GB,5.0,,True,소진 시최대  400Kbps무제한!,,0분,RM,0건,0,26400,12100,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000425,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000425,3G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 태블릿 5GB,태블릿 전용 유심 요금제,5GB,5.0,,False,,,0분,RM,0건,0,22000,7700,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000430,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000430,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 유심 (1GB+/통화맘껏),기본제공량 소진 후에도 최대 1Mbps로 쭉~ 안심하고 쓰는 무제한 요금제,1GB,1.0,,True,소진 시최대 1Mbps무제한!,1.0,기본제공,RS,기본제공,,33000,11000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
